"activity_period","operating_airline","operating_airline_iata_code","published_airline","published_airline_iata_code","geo_summary","geo_region","landing_aircraft_type","aircraft_body_type","aircraft_manufacturer","aircraft_model","aircraft_version","landing_count","total_landed_weight"
200902,"Northwest Airlines","NW","Northwest Airlines","NW","Domestic","US","Passenger","Narrow Body","Airbus","A320","212",52,7394400
200902,"Northwest Airlines","NW","Northwest Airlines","NW","Domestic","US","Passenger","Narrow Body","Airbus","A320","211",79,11233800
200902,"Northwest Airlines","NW","Northwest Airlines","NW","Domestic","US","Passenger","Narrow Body","Airbus","A319","114",8,1075200
200902,"Northwest Airlines","NW","Northwest Airlines","NW","Domestic","US","Passenger","Narrow Body","Boeing","757","300",56,12544000
200902,"Northwest Airlines","NW","Northwest Airlines","NW","Domestic","US","Passenger","Narrow Body","Boeing","757","200",50,9900000
200902,"Nippon Cargo Airlines","KZ","Nippon Cargo Airlines","KZ","International","Asia","Freighter","Wide Body","Boeing","747","400F",20,13040000
200902,"Midwest Airlines","YX","Midwest Airlines","YX","Domestic","US","Passenger","Narrow Body","Boeing","717","-",28,2800000
200902,"Mexicana Airlines","MX","Mexicana Airlines","MX","International","Mexico","Passenger","Narrow Body","Airbus","A320","-",52,7395544
200902,"Mexicana Airlines","MX","Mexicana Airlines","MX","International","Mexico","Passenger","Narrow Body","Airbus","A319","-",40,5380200
200902,"Mexicana Airlines","MX","Mexicana Airlines","MX","International","Mexico","Passenger","Narrow Body","Airbus","A318","-",4,507060
200902,"Mesaba Airlines","XJ","Delta Air Lines","DL","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","900",25,1875000
200902,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A340","600",25,14275000
200902,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Airbus","A340","313",3,1256640
200902,"Lufthansa German Airlines","LH","Lufthansa German Airlines","LH","International","Europe","Passenger","Wide Body","Boeing","747","430",28,17640000
200902,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Passenger","Wide Body","Boeing","777","200",20,9200000
200902,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","747","400F",23,14996000
200902,"Korean Air Lines","KE","Korean Air Lines","KE","International","Asia","Freighter","Wide Body","Boeing","747","400ERF",5,3265000
200902,"KLM Royal Dutch Airlines","KL","KLM Royal Dutch Airlines","KL","International","Europe","Passenger","Wide Body","McDonnell Douglas","MD-11","-",24,10560912
200902,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Regional Jet","Embraer","ERJ","190",113,10961339
200902,"JetBlue Airways","B6","JetBlue Airways","B6","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",31,4408200
200902,"Japan Airlines","JL","Japan Airlines","JL","International","Asia","Passenger","Wide Body","Boeing","777","300ER",28,15512000
200902,"Horizon Air","QX","Alaska Airlines","AS","Domestic","US","Passenger","Regional Jet","Bombardier","CRJ","700",78,5226000
200902,"Hawaiian Airlines","HA","Hawaiian Airlines","HA","Domestic","US","Passenger","Wide Body","Boeing","767","300",28,8835000
200902,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",60,8070000
200902,"Frontier Airlines","F9","Frontier Airlines","F9","Domestic","US","Passenger","Narrow Body","Airbus","A318","-",46,5819000
200902,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","McDonnell Douglas","MD-11","-",15,7222500
200902,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","McDonnell Douglas","DC-10","30",33,14172000
200902,"Federal Express","FX","Federal Express","FX","Domestic","US","Freighter","Wide Body","McDonnell Douglas","DC-10","10",12,4494000
200902,"Emirates","EK","Emirates","EK","International","Middle East","Passenger","Wide Body","Boeing","777","200ULR",12,5891604
200902,"EVA Airways","BR","EVA Airways","BR","International","Asia","Passenger","Wide Body","Boeing","777","300ER",40,22160000
200902,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","McDonnell Douglas","MD-90","-",15,2130000
200902,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","767","300ER",13,4160000
200902,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Wide Body","Boeing","767","300",16,4720000
200902,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","757","-",144,28512000
200902,"Delta Air Lines","DL","Delta Air Lines","DL","Domestic","US","Passenger","Narrow Body","Boeing","737","800",129,18576000
200902,"China Cargo Airlines","CK","China Cargo Airlines","CK","International","Asia","Freighter","Wide Body","McDonnell Douglas","MD-11","-",9,4243455
200902,"China Airlines","CI","China Airlines","CI","International","Asia","Freighter","Wide Body","Boeing","747","400F",10,6660000
200902,"China Airlines","CI","China Airlines","CI","International","Asia","Passenger","Wide Body","Boeing","747","400",23,14490000
200902,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Freighter","Wide Body","Boeing","747","400F",6,3996000
200902,"Cathay Pacific","CX","Cathay Pacific","CX","International","Asia","Passenger","Wide Body","Boeing","747","400",44,27720000
200902,"British Airways","BA","British Airways","BA","International","Europe","Passenger","Wide Body","Boeing","747","400",50,31500000
200902,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Passenger","Wide Body","Boeing","777","200ER",20,9200000
200902,"Asiana Airlines","OZ","Asiana Airlines","OZ","International","Asia","Freighter","Wide Body","Boeing","747","400F",24,15984000
200902,"Ameriflight","A8","Ameriflight","A8","Domestic","US","Freighter","Turbo Prop","Fairchild","SA-227","-",41,574000
200902,"American Eagle Airlines","MQ","American Airlines","AA","Domestic","US","Passenger","Regional Jet","Embraer","ERJ","140",123,5070798
200902,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","McDonnell Douglas","MD-80","SP",180,23400000
200902,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","McDonnell Douglas","MD-80","83",302,39260000
200902,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Wide Body","Boeing","767","300",112,34720000
200902,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Wide Body","Boeing","767","200",77,20790000
200902,"American Airlines","AA","American Airlines","AA","Domestic","US","Passenger","Narrow Body","Boeing","757","-",169,33462000
200902,"All Nippon Airways","NH","All Nippon Airways","NH","International","Asia","Passenger","Wide Body","Boeing","777","300ER",28,15512000
200902,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","737","900",28,4096400
200902,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","900",29,4242700
200902,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","800",18,2592000
200902,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","700",65,8398000
200902,"Alaska Airlines","AS","Alaska Airlines","AS","International","Mexico","Passenger","Narrow Body","Boeing","737","400",28,3388000
200902,"Alaska Airlines","AS","Alaska Airlines","AS","Domestic","US","Passenger","Narrow Body","Boeing","737","400",240,29040000
200902,"AirTran Airways","FL","AirTran Airways","FL","Domestic","US","Passenger","Narrow Body","Boeing","737","700",28,3584000
200902,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","777","200",11,5170000
200902,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","747","400",10,6300000
200902,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Airbus","A340","300",24,10052976
200902,"Air China","CA","Air China","CA","International","Asia","Passenger","Wide Body","Boeing","747","400M",1,630000
200902,"Air China","CA","Air China","CA","International","Asia","Combi","Wide Body","Boeing","747","400C",19,11970000
200902,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Regional Jet","Embraer","ERJ","190",95,9005715
200902,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Regional Jet","Bombardier","CRJ","705",5,367500
200902,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","214",7,995379
200902,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","211",63,8958411
200902,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A319","114",9,1210329
200902,"Aeromexico","AM","Aeromexico","AM","International","Mexico","Passenger","Narrow Body","Boeing","737","700",18,2304000
200902,"Aer Lingus","EI","Aer Lingus","EI","International","Europe","Passenger","Wide Body","Airbus","A330","200",16,6380111
200902,"ABX Air","GB","ABX Air","GB","Domestic","US","Freighter","Wide Body","Boeing","767","-",83,23489000
200902,"Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Passenger","Wide Body","Boeing","747","400",27,17010000
200902,"Virgin America","VX","Virgin America","VX","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",470,66834000
200902,"Virgin America","VX","Virgin America","VX","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",250,34450000
200902,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","232",32,4550336
200902,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Passenger","Narrow Body","Airbus","A320","232",17,2417366
200902,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","232",699,99396402
200902,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","131",26,3582462
200902,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Passenger","Narrow Body","Airbus","A319","131",85,11711895
200901,"Air New Zealand","NZ","Air New Zealand","NZ","International","Australia / Oceania","Passenger","Wide Body","Boeing","747","400",20,12600000
200901,"Air France","AF","Air France","AF","International","Europe","Passenger","Wide Body","Airbus","A340","300",30,12566220
200901,"Air China","CA","Air China","CA","International","Asia","Passenger","Wide Body","Boeing","747","400M",3,1890000
200901,"Air China","CA","Air China","CA","International","Asia","Combi","Wide Body","Boeing","747","400C",20,12600000
200901,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Regional Jet","Embraer","ERJ","190",102,9669294
200901,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A321","211",5,832235
200901,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","214",6,853182
200901,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A320","211",60,8531820
200901,"Aer Lingus","EI","Aer Lingus","EI","International","Europe","Passenger","Wide Body","Airbus","A330","200",17,6781348
200901,"Air Canada","AC","Air Canada","AC","International","Canada","Passenger","Narrow Body","Airbus","A319","114",19,2555139
200901,"Virgin Atlantic","VS","Virgin Atlantic","VS","International","Europe","Passenger","Wide Body","Boeing","747","400",31,19530000
200901,"Virgin America","VX","Virgin America","VX","Domestic","US","Passenger","Narrow Body","Airbus","A320","-",503,71526600
200901,"Virgin America","VX","Virgin America","VX","Domestic","US","Passenger","Narrow Body","Airbus","A319","-",251,34587800
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Mexico","Passenger","Narrow Body","Airbus","A320","232",42,5972316
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Passenger","Narrow Body","Airbus","A320","232",10,1421980
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Passenger","Narrow Body","Airbus","A320","232",719,102240362
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Mexico","Passenger","Narrow Body","Airbus","A319","131",25,3444675
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Passenger","Narrow Body","Airbus","A319","131",90,12400830
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Passenger","Narrow Body","Airbus","A319","131",599,82534413
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Europe","Passenger","Wide Body","Boeing","777","222B",62,28520000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Asia","Passenger","Wide Body","Boeing","777","222B",123,56580000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Passenger","Wide Body","Boeing","777","222B",34,15640000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Passenger","Wide Body","Boeing","777","222",117,52065000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Passenger","Wide Body","Boeing","767","322",38,12160000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Passenger","Wide Body","Boeing","767","300",199,59700000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Mexico","Passenger","Narrow Body","Boeing","757","-",5,990000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Passenger","Narrow Body","Boeing","757","-",1090,215820000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Europe","Passenger","Wide Body","Boeing","747","422",31,19530000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Australia / Oceania","Passenger","Wide Body","Boeing","747","422",31,19530000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Asia","Passenger","Wide Body","Boeing","747","422",95,59850000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Passenger","Wide Body","Boeing","747","422",8,5040000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Passenger","Narrow Body","Boeing","737","522",92,10120000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","International","Canada","Passenger","Narrow Body","Boeing","737","322",4,456000
200901,"United Airlines - Pre 07/01/2013","UA","United Airlines - Pre 07/01/2013","UA","Domestic","US","Passenger","Narrow Body","Boeing","737","322",213,24282000
200901,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Wide Body","Boeing","767","400",1,350000
200901,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","757","300",9,2016000
200901,"United Airlines","UA","United Airlines","UA","Domestic","US","Passenger","Narrow Body","Boeing","757","200",32,6336000
